Elapsed seconds	Rx-Mbps [with hdr]	Rx-pps	Tx-Mbps [with hdr]	Tx-pps	Latency (us)
180	85.44	69354	3415.21	3006316	1692.52 
181	85.45	69356	3414.95	3006120	1521.15 
182	85.43	69346	3471.00	3055459	1330.87 
183	85.23	69183	3493.65	3075392	1018.50 
184	85.36	69287	3493.78	3075511	962.36 
185	85.41	69323	3493.70	3075440	1110.09 
186	85.28	69220	3493.70	3075443	1266.34 
187	85.36	69287	3553.91	3128440	1238.88 
188	85.48	69382	3576.32	3148165	989.60 
189	85.43	69340	3576.35	3148198	987.95 
190	85.27	69210	3576.23	3148086	999.32 
191	85.40	69320	3576.42	3148257	944.64 
192	85.16	69119	3638.97	3203317	1339.20 
193	85.52	69417	3662.32	3223875	1260.51 
194	85.11	69083	3661.87	3223475	1109.76 
195	85.25	69198	3662.03	3223614	1350.16 
196	85.30	69239	3662.12	3223694	1239.36 
197	85.20	69154	3730.27	3283691	1485.88 
198	85.28	69223	3752.91	3303622	1281.88 
199	85.49	69390	3752.85	3303565	1449.25 
200	85.36	69287	3753.02	3303741	1423.76 
201	85.27	69210	3752.78	3303469	1460.05 
202	85.32	69253	3826.26	3368189	1562.22 
203	85.41	69329	3848.74	3387973	1696.60 
204	85.21	69161	3848.46	3387726	1466.70 
205	85.10	69072	3848.40	3387673	1618.98 
206	85.15	69118	3848.27	3387576	1779.53 
207	85.31	69243	3926.65	3456577	1665.44 
208	85.14	69103	3948.81	3476032	1819.82 
209	85.24	69188	3948.72	3475993	1562.25 
210	85.17	69129	3948.84	3476078	1661.34 
211	85.28	69221	3948.99	3476225	1615.36 
212	85.13	69101	4032.53	3549795	1447.70 
213	85.30	69235	4055.07	3569574	1312.20 
214	85.20	69154	4055.10	3569634	1775.49 
215	85.08	69059	4055.09	3569615	1642.31 
216	85.13	69097	4054.89	3569484	1714.08 
217	85.21	69161	4144.06	3647898	1469.14 
218	85.23	69179	4167.38	3668494	1324.43 
219	85.01	69005	4166.78	3667952	1311.74 
220	85.19	69150	4167.32	3668409	1389.01 
221	85.43	69340	4167.50	3668550	1374.58 
222	85.33	69262	4263.68	3753243	1538.47 
223	85.27	69210	4285.70	3772623	1496.01 
224	85.27	69211	4285.48	3772433	1767.48 
225	85.44	69347	4285.78	3772694	1652.27 
226	85.42	69336	4285.63	3772560	1566.86 
227	85.03	69015	4389.57	3864061	1003.14 
228	85.38	69299	4411.61	3883458	1044.08 
229	85.20	69152	4411.80	3883649	792.33 
230	85.03	69016	4411.90	3883715	909.57 
231	85.79	69630	4412.60	3884305	784.16 
232	85.96	69771	4523.96	3982356	954.39 
233	85.92	69744	4545.55	4001364	719.43 
234	85.81	69648	4545.58	4001423	745.83 
235	85.86	69691	4545.26	4001073	724.24 
236	85.91	69735	4545.42	4001252	669.94 
237	86.10	69885	4666.37	4107743	739.75 
238	85.68	69547	4686.66	4125563	721.55 
239	85.79	69631	4687.01	4125891	586.62 
240	86.06	69855	4686.69	4125609	890.14 
241	85.86	69695	4686.79	4125708	760.80 
242	85.88	69705	4817.24	4240509	727.03 
243	85.95	69767	4837.99	4258790	535.19 
244	85.98	69790	4838.00	4258826	672.14 
245	85.68	69542	4837.58	4258417	557.59 
246	85.76	69608	4838.08	4258874	488.43 
247	85.84	69677	4979.51	4383367	731.89 
248	85.80	69644	4999.26	4400760	581.36 
249	85.54	69432	4998.75	4400312	632.45 
250	85.86	69689	4998.91	4400447	628.02 
251	85.83	69669	4999.01	4400540	602.44 
252	85.76	69609	5151.62	4534872	643.60 
253	85.68	69547	5170.55	4551541	632.59 
254	85.81	69649	5171.29	4552191	613.18 
255	85.78	69622	5171.28	4552186	653.26 
256	85.63	69503	5171.30	4552199	562.19 
257	85.76	69609	5338.21	4699133	481.72 
258	85.94	69757	5356.67	4715380	548.59 
259	85.82	69660	5356.86	4715547	438.10 
260	85.69	69552	5356.19	4714985	454.37 
261	85.98	69787	5356.74	4715420	427.76 
262	85.99	69800	5538.02	4875017	426.11 
263	85.88	69704	5555.84	4890728	339.61 
264	85.87	69696	5555.20	4890120	462.37 
265	85.88	69708	5555.48	4890402	350.01 
266	85.77	69621	5555.40	4890292	445.45 
267	85.72	69581	5754.39	5065482	474.24 
268	85.87	69702	5770.26	5079484	335.27 
269	85.97	69779	5771.09	5080153	372.17 
270	85.83	69668	5770.87	5079994	336.75 
271	85.78	69626	5771.16	5080247	447.72 
272	85.96	69773	5987.15	5270382	617.96 
273	85.89	69716	6002.48	5283897	525.75 
274	85.86	69691	6002.12	5283525	572.64 
275	85.81	69650	6001.37	5282918	514.09 
276	85.96	69771	6001.69	5283151	571.96 
277	85.93	69750	6241.62	5494395	693.96 
278	85.86	69689	6253.74	5505039	721.86 
279	85.83	69667	6254.12	5505392	540.49 
280	85.97	69784	6253.62	5504941	512.33 
281	85.81	69647	6253.56	5504896	634.68 
282	85.66	69531	6518.47	5738104	514.43 
283	85.89	69716	6529.12	5747448	351.45 
284	85.96	69769	6529.00	5747371	534.36 
285	85.66	69529	6529.31	5747618	469.43 
286	85.72	69578	6529.25	5747601	530.33 
287	85.95	69766	6819.63	6003184	395.83 
288	85.74	69590	6826.37	6009115	276.81 
289	85.86	69694	6827.86	6010439	242.39 
290	85.80	69644	6827.09	6009787	399.54 
291	85.88	69706	6827.78	6010348	261.55 
292	85.63	69505	7152.40	6296128	291.71 
293	85.70	69562	7156.59	6299820	228.39 
294	85.87	69702	7155.97	6299272	216.23 
295	85.96	69770	7156.65	6299868	271.07 
296	85.84	69678	7156.05	6299341	286.75 
297	85.80	69642	7518.68	6618583	360.97 
298	85.88	69710	7519.42	6619197	359.36 
299	85.89	69714	7519.33	6619113	348.21 
300	85.81	69648	7518.50	6618402	535.40 
301	85.59	69470	7523.94	6623186	395.73 
302	85.81	69653	7921.51	6973181	395.25 
303	85.55	69439	7920.03	6971833	372.83 
304	85.53	69419	7920.19	6972003	378.94 
305	85.93	69748	7920.65	6972400	515.29 
306	85.82	69660	7931.12	6981633	400.66 
307	85.74	69595	8366.91	7365227	311.46 
308	85.82	69657	8367.33	7365616	314.86 
309	85.87	69701	8368.91	7366978	280.82 
310	85.79	69637	8368.40	7366571	367.15 
311	83.31	67619	8317.62	7321829	338.14 
312	58.87	47787	6726.43	5921154	334.54 
313	85.88	69710	8880.72	7817533	122.26 
314	85.74	69594	8875.39	7812837	142.31 
315	85.67	69535	8875.62	7813064	99.17 
316	85.25	69196	8901.34	7835695	134.29 
317	85.39	69309	9442.95	8312431	97.56 
318	85.42	69337	9445.24	8314470	105.25 
319	85.21	69163	9443.95	8313365	101.58 
320	85.30	69236	9445.50	8314679	134.35 
321	85.32	69250	9483.65	8348274	123.69 
322	85.28	69219	10088.82	8881004	82.04 
323	85.12	69091	10088.03	8880332	105.44 
324	85.26	69206	10089.10	8881223	82.02 
325	85.18	69136	10089.53	8881664	104.97 
326	85.11	69086	10144.05	8929581	108.74 
327	85.25	69199	10830.80	9534173	147.17 
328	85.23	69183	10830.54	9533907	128.07 
329	85.15	69112	10830.12	9533557	113.24 
330	84.89	68902	10830.55	9533935	121.53 
331	85.02	69006	10905.55	9599993	93.83 
332	85.15	69114	11687.50	10288255	348.37 
333	85.29	69232	11690.55	10290977	309.57 
334	85.08	69055	11688.76	10289415	350.71 
335	85.16	69124	11689.82	10290319	352.40 
336	77.92	63247	10987.65	9672227	431.76 
337	50.19	40738	10650.75	9375659	1224.29 
338	84.69	68741	12709.92	11188329	280.93 
339	85.01	69002	12700.09	11179657	373.01 
340	85.19	69150	12699.04	11178744	337.91 
341	83.98	68166	12833.00	11296624	392.36 
342	78.04	63346	13904.90	12240259	658.72 
343	79.36	64413	13903.26	12238753	664.20 
344	78.10	63395	13902.20	12237878	881.14 
345	79.65	64649	13903.87	12239298	583.10 
346	76.37	61986	14083.33	12397322	821.95 
347	76.24	61881	15357.50	13518937	886.35 
348	76.58	62162	15355.22	13516881	897.16 
349	76.54	62129	15355.70	13517342	1002.33 
350	73.31	59503	15357.01	13518535	1035.56 
351	74.94	60828	15600.70	13732984	1179.47 
352	70.32	57078	17141.34	15089217	1050.46 
353	74.34	60337	17138.94	15087080	936.14 
354	74.87	60769	17139.65	15087743	844.48 
355	75.70	61441	17140.30	15088277	726.60 
356	72.77	59065	17460.11	15369826	973.45 
357	72.84	59126	19300.03	16989439	2448.98 
358	69.91	56745	19300.27	16989669	1966.81 
359	69.49	56402	19297.29	16987054	2440.14 
360	66.84	54255	19302.35	16991503	2633.19 
361	61.31	49766	17080.20	15035372	2349.96 
362	21.03	17068	13388.26	11785438	92216.90 
363	60.72	49283	22049.13	19409479	3745.26 
364	66.71	54147	22088.63	19444191	2853.36 
365	60.97	49486	22091.19	19446469	3856.05 
366	62.73	50918	22750.36	20026748	3907.44 
367	62.09	50401	25900.58	22799808	4301.66 
368	59.39	48202	25904.22	22803011	4024.89 
369	59.38	48197	25899.55	22798908	4396.16 
370	60.72	49282	25900.85	22800043	3982.14 
371	63.51	51552	25898.42	22797908	4429.98 
372	56.09	45531	25905.29	22803948	5233.99 
373	59.20	48050	25900.14	22799412	4703.54 
374	60.71	49281	25904.99	22803676	4277.59 
375	59.65	48421	25905.17	22803851	4902.79 
376	60.02	48715	25903.73	22802591	4800.43 
377	62.74	50924	25903.79	22802639	4634.72 
378	58.55	47520	25905.95	22804519	5045.01 
379	61.13	49621	25907.20	22805626	5046.13 
380	62.88	51038	25902.20	22801248	4283.36 
381	60.53	49133	25907.94	22806280	4412.81 
382	60.92	49450	25907.43	22805810	4516.84 
383	60.99	49503	25912.31	22810144	4455.71 
384	61.00	49511	25907.91	22806260	4885.08 
385	59.97	48675	25902.71	22801677	4435.85 
386	58.63	47591	25906.76	22805259	5183.74 
387	62.85	51016	25905.31	22803935	4137.73 
388	58.34	47357	25910.43	22808499	4623.38 
389	61.44	49869	25907.53	22805933	4311.72 
390	60.85	49392	25905.14	22803791	4505.76 
391	62.93	51082	25899.68	22799044	4567.20 
392	60.40	49026	25904.04	22802854	4702.99 
393	59.50	48295	25908.80	22807008	4950.38 
394	59.77	48514	25911.58	22809510	4277.97 
395	61.91	50251	25905.80	22804418	4394.35 
396	64.74	52549	25904.79	22803494	4046.79 
397	59.01	47901	25904.01	22802846	4641.64 
398	61.29	49750	25906.28	22804805	3969.67 
399	63.27	51358	25902.55	22801544	3994.24 
400	58.39	47391	25902.76	22801737	4769.35 
401	57.10	46343	25910.48	22808526	5744.26 
402	61.77	50139	25906.58	22805085	4100.88 
403	61.55	49959	25906.58	22805086	4493.84 
404	64.02	51965	25903.45	22802334	3860.33 
405	58.11	47165	25908.50	22806762	5531.19 
406	58.65	47607	25906.19	22804769	5308.43 
407	56.50	45857	25911.30	22809231	5551.11 
408	61.27	49731	25903.77	22802604	4667.02 
409	53.01	43028	25909.36	22807520	5772.03 
410	60.03	48723	25908.11	22806464	5587.00 
411	62.11	50413	25907.84	22806206	4230.48 
412	15.38	12486	6489.25	5712327	8556.20 
413	0.00	0	0.00	0	-nan 
414	0.00	0	0.00	0	-nan 
415	0.00	0	0.00	0	-nan 
416	0.00	0	0.00	0	-nan 
417	0.00	0	0.00	0	-nan 
418	0.00	0	0.00	0	-nan 
419	0.00	0	0.00	0	-nan 
420	0.00	0	0.00	0	-nan 
421	0.00	0	0.00	0	-nan 
422	0.00	0	0.00	0	-nan 
423	0.00	0	0.00	0	-nan 
424	0.00	0	0.00	0	-nan 
425	0.00	0	0.00	0	-nan 
426	0.00	0	0.00	0	-nan 
427	0.00	0	0.00	0	-nan 
428	0.00	0	0.00	0	-nan 
429	0.00	0	0.00	0	-nan 
430	0.00	0	0.00	0	-nan 
431	0.00	0	0.00	0	-nan 
432	0.00	0	0.00	0	-nan 
433	0.00	0	0.00	0	-nan 
434	0.00	0	0.00	0	-nan 
435	0.00	0	0.00	0	-nan 
436	0.00	0	0.00	0	-nan 
437	0.00	0	0.00	0	-nan 
438	0.00	0	0.00	0	-nan 
439	0.00	0	0.00	0	-nan 
