Elapsed seconds	Rx-Mbps [with hdr]	Rx-pps	Tx-Mbps [with hdr]	Tx-pps	Latency (us)
116	0.00	0	0.00	0	-nan 
117	0.00	0	0.00	0	-nan 
118	0.00	0	0.00	0	-nan 
119	0.00	0	0.00	0	-nan 
120	0.01	7	0.01	5	-nan 
121	0.00	0	0.00	0	-nan 
122	0.00	0	0.00	0	-nan 
123	0.00	0	0.00	0	-nan 
124	0.00	0	0.00	0	-nan 
125	0.00	0	208.51	196463	86.38 
126	84.20	68348	3323.34	2925476	667.35 
127	84.81	68842	3323.90	2925971	635.43 
128	84.76	68797	3323.53	2925638	692.64 
129	84.31	68431	3318.72	2921410	741.90 
130	84.34	68457	3324.83	2926789	619.65 
131	84.32	68448	3391.62	2985595	522.08 
132	84.27	68399	3391.68	2985642	730.78 
133	84.23	68370	3391.76	2985674	579.17 
134	84.36	68475	3391.87	2985797	586.87 
135	84.45	68550	3399.76	2992748	661.09 
136	84.35	68460	3468.98	3053681	636.36 
137	84.35	68464	3468.93	3053668	643.86 
138	84.37	68482	3469.10	3053752	559.54 
139	84.46	68553	3469.23	3053896	619.58 
140	84.23	68370	3478.44	3062007	628.78 
141	84.39	68500	3552.20	3126939	547.05 
142	84.48	68571	3552.30	3127019	643.79 
143	84.39	68499	3552.21	3126946	580.86 
144	84.29	68418	3551.91	3126685	648.18 
145	84.43	68533	3562.65	3136138	641.82 
146	84.37	68480	3636.20	3200877	860.70 
147	84.28	68410	3636.03	3200729	782.48 
148	84.19	68336	3635.91	3200622	656.16 
149	84.38	68491	3636.16	3200882	643.44 
150	84.32	68443	3648.74	3211885	678.48 
151	84.28	68407	3726.87	3280691	830.00 
152	84.26	68393	3726.81	3280650	1034.66 
153	84.43	68534	3727.09	3280899	1124.25 
154	84.45	68543	3727.09	3280859	1026.52 
155	84.18	68330	3740.08	3292319	1164.02 
156	84.34	68456	3814.38	3357744	1004.97 
157	84.32	68439	3814.72	3358023	996.16 
158	84.31	68430	3814.75	3358039	1156.11 
159	84.16	68315	3814.50	3357831	1048.90 
160	84.36	68478	3831.68	3372960	1139.83 
161	84.31	68432	3919.98	3450682	1034.81 
162	84.19	68336	3919.96	3450670	1203.98 
163	84.30	68421	3920.20	3450878	1213.33 
164	84.29	68419	3920.22	3450898	1137.26 
165	84.54	68619	3938.96	3467391	1290.60 
166	84.31	68434	4025.68	3543734	1096.18 
167	84.36	68474	4025.89	3543914	956.40 
168	84.40	68505	4025.84	3543888	1076.14 
169	84.40	68508	4025.93	3543953	1205.56 
170	84.04	68217	4045.81	3561442	772.10 
171	84.32	68438	4133.83	3638933	942.54 
172	84.38	68487	4133.72	3638832	950.72 
173	84.19	68334	4133.79	3638897	945.70 
174	84.10	68260	4133.66	3638807	988.76 
175	84.45	68549	4157.19	3659480	1097.28 
176	84.48	68566	4250.60	3741728	611.80 
177	84.20	68340	4250.43	3741577	883.89 
178	84.30	68422	4250.61	3741734	671.14 
179	84.41	68515	4250.44	3741621	830.84 
180	84.26	68395	4275.91	3763969	724.47 
181	84.09	68252	4370.93	3847668	514.80 
182	84.26	68391	4371.11	3847789	592.74 
183	84.31	68429	4370.88	3847601	646.64 
184	84.24	68378	4370.91	3847649	617.49 
185	84.44	68536	4401.38	3874441	548.91 
186	84.90	68915	4505.24	3965914	504.57 
187	84.90	68908	4505.42	3966002	365.93 
188	84.80	68830	4505.53	3966131	613.07 
189	84.79	68822	4505.12	3965793	580.93 
190	84.90	68915	4539.08	3995666	548.77 
191	84.90	68913	4640.17	4084670	490.71 
192	84.82	68846	4647.18	4090797	445.84 
193	84.76	68800	4647.35	4090977	575.12 
194	84.97	68968	4647.70	4091286	345.04 
195	84.87	68889	4683.41	4122715	441.45 
196	84.62	68687	4789.11	4215783	282.22 
197	84.93	68935	4789.81	4216367	340.11 
198	84.92	68930	4789.13	4215815	367.23 
199	84.75	68788	4789.12	4215739	343.51 
200	84.76	68800	4831.81	4253353	383.12 
201	84.89	68906	4951.30	4358543	396.63 
202	84.88	68894	4951.23	4358470	493.16 
203	84.75	68791	4951.50	4358733	312.93 
204	84.72	68768	4951.05	4358296	468.31 
205	84.89	68904	4998.61	4400188	598.65 
206	84.84	68865	5124.06	4510618	393.30 
207	84.66	68714	5124.22	4510759	336.42 
208	84.90	68912	5123.63	4510236	395.00 
209	84.85	68868	5123.91	4510483	364.48 
210	84.73	68771	5175.26	4555710	379.51 
211	84.74	68780	5302.32	4667506	396.98 
212	84.84	68862	5302.96	4668100	374.66 
213	84.86	68879	5302.96	4668102	364.63 
214	84.67	68724	5302.55	4667741	404.97 
215	84.76	68795	5361.43	4719569	422.74 
216	84.72	68762	5497.39	4839250	486.97 
217	84.88	68900	5499.75	4841353	381.30 
218	84.74	68783	5499.15	4840783	466.24 
219	84.87	68891	5499.63	4841226	329.68 
220	84.95	68953	5563.46	4897412	366.27 
221	84.74	68783	5703.59	5020767	435.61 
222	84.74	68780	5703.39	5020593	457.65 
223	84.83	68857	5703.22	5020471	451.06 
224	84.90	68908	5704.04	5021150	370.77 
225	84.84	68861	5778.41	5086608	337.52 
226	84.79	68826	5933.52	5223199	307.33 
227	85.00	68993	5933.65	5223255	294.81 
228	84.97	68972	5933.42	5223093	301.08 
229	84.76	68800	5933.48	5223123	350.06 
230	84.81	68842	6019.53	5298880	252.45 
231	84.94	68941	6187.73	5446942	450.67 
232	84.85	68874	6187.51	5446755	388.35 
233	84.75	68790	6187.53	5446768	409.58 
234	84.85	68869	6187.41	5446663	412.86 
235	84.99	68987	6277.06	5525591	340.80 
236	84.84	68860	6444.15	5672665	325.93 
237	84.73	68777	6443.80	5672361	267.26 
238	84.81	68837	6444.12	5672641	251.26 
239	84.85	68872	6444.64	5673113	357.51 
240	84.66	68716	6551.13	5766830	258.43 
241	84.69	68742	6738.03	5931363	285.22 
242	84.80	68833	6739.13	5932353	231.31 
243	84.75	68793	6738.69	5931924	248.00 
244	84.70	68751	6738.59	5931861	359.14 
245	84.77	68806	6858.28	6037216	319.84 
246	84.83	68851	7057.00	6212146	202.70 
247	84.67	68727	7056.51	6211717	132.62 
248	84.70	68753	7056.80	6211967	267.08 
249	84.77	68807	7056.86	6212021	167.53 
250	84.80	68828	7197.60	6335944	242.26 
251	84.68	68731	7420.10	6531749	373.30 
252	84.69	68745	7419.84	6531548	289.21 
253	84.76	68796	7420.75	6532360	301.44 
254	84.74	68782	7420.17	6531861	278.01 
255	84.75	68783	7573.75	6667005	286.74 
256	84.65	68706	7803.69	6869443	274.15 
257	84.87	68887	7803.13	6868985	362.35 
258	84.80	68828	7803.17	6868958	297.87 
259	84.82	68843	7803.21	6869059	332.02 
260	84.88	68893	7980.89	7025407	273.96 
261	84.80	68831	8233.43	7247731	272.69 
262	84.61	68675	8234.05	7248275	166.54 
263	84.67	68727	8233.80	7248064	187.11 
264	84.77	68810	8233.61	7247926	251.96 
265	55.67	45186	6343.26	5583822	485.76 
266	84.48	68574	8716.59	7673068	638.70 
267	84.66	68720	8724.93	7680384	554.05 
268	84.77	68803	8724.10	7679664	602.47 
269	84.60	68668	8723.17	7678879	691.95 
270	84.71	68760	8974.72	7900253	638.52 
271	84.15	68304	9295.69	8182857	639.43 
272	84.20	68345	9296.29	8183334	483.44 
273	84.22	68362	9295.63	8182782	679.60 
274	84.10	68263	9295.63	8182760	524.37 
275	84.06	68228	9561.49	8416831	551.38 
276	84.14	68298	9885.97	8702422	560.04 
277	84.11	68271	9886.55	8702929	569.09 
278	83.92	68116	9886.41	8702823	506.86 
279	84.11	68268	9886.35	8702770	525.98 
280	84.07	68237	10216.35	8993263	427.04 
281	84.08	68250	10600.52	9331465	477.97 
282	83.90	68098	10600.93	9331782	483.30 
283	84.06	68234	10601.33	9332158	485.38 
284	84.12	68279	10601.35	9332207	442.91 
285	83.95	68141	10991.50	9675574	368.39 
286	83.92	68115	11424.92	10057147	349.05 
287	84.02	68197	11425.84	10057959	347.10 
288	84.13	68289	11423.98	10056323	418.95 
289	83.95	68142	11423.92	10056309	360.00 
290	84.06	68232	11896.40	10472162	351.41 
291	84.11	68270	12394.15	10910324	396.22 
292	84.05	68221	12393.14	10909459	348.27 
293	83.77	67997	12394.13	10910355	409.88 
294	83.99	68170	12394.74	10910847	312.97 
295	83.94	68135	12954.82	11403874	355.79 
296	83.87	68072	13517.68	11899394	315.01 
297	83.73	67960	13517.82	11899484	362.48 
298	83.91	68106	13516.65	11898465	376.39 
299	83.93	68124	13518.59	11900158	309.07 
300	83.75	67976	14209.34	12508192	304.75 
301	83.74	67966	14870.23	13090024	303.23 
302	83.83	68040	14868.31	13088272	293.21 
303	83.84	68051	14869.13	13089047	274.21 
304	83.68	67919	14869.43	13089258	310.30 
305	45.55	36968	10732.73	9447853	868.60 
306	83.57	67834	16499.61	14524306	343.49 
307	83.72	67952	16526.91	14548304	424.41 
308	83.55	67818	16525.28	14546937	314.36 
309	83.71	67946	16523.26	14545083	389.88 
310	83.65	67898	17608.45	15500406	363.11 
311	83.51	67780	18545.96	16325659	426.62 
312	83.45	67734	18547.98	16327444	382.98 
313	83.62	67873	18547.60	16327124	383.31 
314	83.57	67836	18549.16	16328506	291.23 
315	83.37	67669	19931.60	17545399	428.11 
316	83.37	67674	21065.14	18543268	370.91 
317	83.44	67729	21065.95	18543978	356.37 
318	83.48	67757	21068.21	18545934	374.27 
319	83.33	67636	21067.50	18545359	402.38 
320	44.04	35750	15974.72	14062230	631.72 
321	83.09	67439	24453.00	21525552	378.89 
322	83.24	67564	24506.03	21572193	427.02 
323	83.05	67410	24500.68	21567505	394.17 
324	83.30	67617	24507.61	21573606	373.20 
325	83.24	67565	24501.65	21568331	394.32 
326	83.19	67526	24508.82	21574645	455.97 
327	83.11	67461	24503.17	21569702	363.02 
328	83.28	67598	24508.46	21574362	351.57 
329	83.27	67591	24509.12	21574937	329.81 
330	83.18	67513	24509.96	21575665	309.84 
331	83.63	67882	24509.48	21575233	274.77 
332	83.88	68086	24508.06	21573989	342.79 
333	83.88	68081	24511.71	21577218	319.35 
334	83.72	67951	24509.30	21575082	339.15 
335	71.32	57892	20902.56	18400123	338.05 
336	0.00	0	0.00	0	-nan 
337	0.00	0	0.00	0	-nan 
338	0.00	0	0.00	0	-nan 
339	0.00	0	0.00	0	-nan 
340	0.00	0	0.00	0	-nan 
341	0.00	0	0.00	0	-nan 
342	0.00	0	0.00	0	-nan 
343	0.00	0	0.00	0	-nan 
344	0.00	0	0.00	0	-nan 
345	0.00	0	0.00	0	-nan 
346	0.00	0	0.00	0	-nan 
347	0.00	0	0.00	0	-nan 
348	0.00	0	0.00	0	-nan 
349	0.00	0	0.00	0	-nan 
350	0.00	0	0.00	0	-nan 
351	0.00	0	0.00	0	-nan 
352	0.00	0	0.00	0	-nan 
353	0.00	0	0.00	0	-nan 
354	0.00	0	0.00	0	-nan 
355	0.00	0	0.00	0	-nan 
356	0.00	0	0.00	0	-nan 
357	0.00	0	0.00	0	-nan 
358	0.00	0	0.00	0	-nan 
359	0.00	0	0.00	0	-nan 
360	0.00	0	0.00	0	-nan 
361	0.00	0	0.00	0	-nan 
362	0.00	0	0.00	0	-nan 
363	0.00	0	0.00	0	-nan 
364	0.00	0	0.00	0	-nan 
365	0.00	0	0.00	0	-nan 
366	0.00	0	0.00	0	-nan 
367	0.00	0	0.00	0	-nan 
368	0.00	0	0.00	0	-nan 
369	0.00	0	0.00	0	-nan 
370	0.00	0	0.00	0	-nan 
371	0.00	0	0.00	0	-nan 
372	0.00	0	0.00	0	-nan 
373	0.00	0	0.00	0	-nan 
