UNIX_timestamp	Elapsed_seconds	Rx-Mbps_[with_hdr]	Rx-pps	Tx-Mbps_[with_hdr]	Tx-pps	Latency_(us)
1604463723666	0.00	0.00	0	0.00	0	-nan 
1604463725661	2.00	0.00	0	0.00	0	-nan 
1604463727657	4.00	0.00	0	0.00	0	-nan 
1604463729652	6.00	0.00	0	0.00	0	-nan 
1604463731648	8.00	0.00	2	0.00	2	-nan 
1604463733643	10.00	0.00	0	0.00	0	-nan 
1604463735639	12.00	0.00	0	0.00	0	-nan 
1604463737634	14.00	0.00	3	0.00	2	-nan 
1604463739630	16.00	0.00	0	0.00	0	-nan 
1604463741625	18.00	0.00	0	0.00	0	-nan 
1604463743621	20.00	0.00	0	0.00	0	-nan 
1604463745616	22.00	0.00	0	0.00	0	-nan 
1604463747612	24.00	0.00	0	0.00	0	-nan 
1604463749607	26.00	0.00	0	0.00	0	-nan 
1604463751603	28.00	0.00	0	0.00	0	-nan 
1604463753598	30.00	0.00	0	0.00	0	-nan 
1604463755594	32.00	0.00	0	0.00	0	-nan 
1604463757589	34.00	0.00	0	0.00	0	-nan 
1604463759585	36.00	0.00	0	0.00	0	-nan 
1604463761580	38.00	0.00	0	0.00	0	-nan 
1604463763576	40.00	0.00	0	0.00	0	-nan 
1604463765571	42.00	0.00	0	0.00	0	-nan 
1604463767567	44.00	0.00	0	0.00	0	-nan 
1604463769563	46.00	0.29	368	0.74	368	-nan 
1604463771558	48.00	0.49	624	1.24	624	-nan 
1604463773554	50.00	0.49	624	1.24	624	-nan 
1604463775549	52.00	0.49	624	1.24	624	-nan 
1604463777545	54.00	0.49	625	1.25	625	-nan 
1604463779540	56.00	0.49	625	1.25	625	-nan 
1604463781536	58.00	0.49	624	1.24	624	-nan 
1604463783531	60.00	0.49	625	1.25	625	-nan 
1604463785527	62.00	0.49	625	1.25	625	-nan 
1604463787522	64.00	0.49	624	1.24	624	-nan 
1604463789518	66.00	0.49	624	1.24	624	-nan 
1604463791513	68.00	0.49	625	1.25	625	-nan 
1604463793509	70.00	0.49	625	1.25	625	-nan 
1604463795504	72.00	0.49	624	1.24	624	-nan 
1604463797500	74.00	0.49	624	1.24	624	-nan 
1604463799495	76.00	0.49	624	1.24	624	-nan 
1604463801491	78.00	0.49	625	1.25	625	-nan 
1604463803486	80.00	0.49	624	1.24	624	-nan 
1604463805482	82.00	0.49	624	1.24	624	-nan 
1604463807477	84.00	0.49	625	1.25	625	-nan 
1604463809473	86.00	0.49	624	1.24	624	-nan 
1604463811468	88.00	0.49	625	1.25	625	-nan 
1604463813464	90.00	0.49	624	1.24	624	-nan 
1604463815459	92.00	0.49	624	1.24	624	-nan 
1604463817455	94.00	0.49	624	1.24	624	-nan 
1604463819450	96.00	0.49	625	1.25	625	-nan 
1604463821446	98.00	0.49	624	1.24	624	-nan 
1604463823441	100.00	0.49	625	1.25	625	-nan 
1604463825437	102.00	0.49	625	1.25	625	-nan 
1604463827432	104.00	0.49	625	1.25	625	-nan 
1604463829428	106.00	0.49	624	1.24	624	-nan 
1604463831423	108.00	0.49	624	1.24	624	-nan 
1604463833419	110.00	0.49	625	1.25	625	-nan 
1604463835414	112.00	0.49	625	1.25	625	-nan 
1604463837410	114.00	0.50	628	1.25	627	-nan 
1604463839405	116.00	0.49	625	1.25	625	-nan 
1604463841401	118.00	0.49	624	1.24	624	-nan 
1604463843396	120.00	0.49	625	1.25	625	-nan 
1604463845392	122.00	0.49	624	1.24	624	-nan 
1604463847387	124.00	0.49	625	1.25	625	-nan 
1604463849383	126.00	0.49	625	1.25	625	-nan 
1604463851378	128.00	0.49	624	1.24	624	-nan 
1604463853374	130.00	0.49	624	1.24	624	-nan 
1604463855369	132.00	0.49	625	1.25	625	-nan 
1604463857365	134.00	0.49	624	1.24	624	-nan 
1604463859360	136.00	0.49	625	1.25	625	-nan 
1604463861356	138.00	0.49	624	1.24	624	-nan 
1604463863351	140.00	0.49	624	1.24	624	-nan 
1604463865347	142.00	0.49	625	1.25	625	-nan 
1604463867342	144.00	0.49	624	1.24	624	-nan 
1604463869338	146.00	0.49	624	1.24	624	-nan 
1604463871333	148.00	0.49	625	1.25	625	-nan 
1604463873329	150.00	0.49	624	1.24	624	-nan 
1604463875324	152.00	0.49	625	1.25	625	-nan 
1604463877320	154.00	0.49	624	1.24	624	-nan 
1604463879315	156.00	0.49	624	1.24	624	-nan 
1604463881311	158.00	0.42	625	1.16	625	-nan 
1604463883306	160.00	0.36	624	1.09	624	-nan 
1604463885302	162.00	0.36	624	1.09	624	-nan 
