UNIX_timestamp	Elapsed_seconds	Rx-Mbps_[with_hdr]	Rx-pps	Tx-Mbps_[with_hdr]	Tx-pps	Latency_(us)
1604459332626	500.00	0.00	0	447.35	30052839	-nan 
1604459334621	502.00	0.00	0	447.35	30052818	-nan 
1604459336617	504.00	0.00	0	447.32	30052854	-nan 
1604459338612	506.00	0.00	0	447.08	30052618	-nan 
1604459340608	508.00	0.00	0	447.09	30052620	-nan 
1604459342603	510.00	0.00	0	447.47	30052825	-nan 
1604459344599	512.00	0.00	0	447.35	30052837	-nan 
1604459346594	514.00	0.00	0	447.32	30052821	-nan 
1604459348590	516.00	0.00	0	447.36	30052846	-nan 
1604459350585	518.00	0.00	0	447.35	30052837	-nan 
1604459352581	520.00	0.00	0	447.32	30052828	-nan 
1604459354576	522.00	0.00	0	447.34	30052848	-nan 
1604459356572	524.00	0.00	0	447.35	30052847	-nan 
1604459358567	526.00	0.00	0	447.34	30052820	-nan 
1604459360563	528.00	0.00	0	447.35	30052849	-nan 
1604459362558	530.00	0.00	0	447.34	30052837	-nan 
1604459364554	532.00	0.00	0	447.34	30052837	-nan 
1604459366549	534.00	0.00	0	447.33	30052820	-nan 
1604459368545	536.00	0.00	0	447.35	30052847	-nan 
1604459370540	538.00	0.00	0	447.35	30052850	-nan 
1604459372536	540.00	0.00	0	447.33	30052851	-nan 
1604459374531	542.00	0.00	0	447.35	30052830	-nan 
1604459376527	544.00	0.00	0	447.32	30052831	-nan 
1604459378522	546.00	0.00	0	447.36	30052834	-nan 
1604459380518	548.00	0.00	0	447.37	30052854	-nan 
1604459382513	550.00	0.00	0	447.30	30052828	-nan 
1604459384509	552.00	0.00	0	447.35	30052832	-nan 
1604459386504	554.00	0.00	0	447.35	30052856	-nan 
1604459388500	556.00	0.00	0	447.33	30052826	-nan 
1604459390495	558.00	0.00	0	447.28	30052795	-nan 
1604459392491	560.00	0.00	0	447.33	30052821	-nan 
1604459394487	562.00	0.00	0	447.35	30052839	-nan 
1604459396482	564.00	0.00	0	447.35	30052849	-nan 
1604459398478	566.00	0.00	0	447.33	30052808	-nan 
1604459400473	568.00	0.00	0	447.35	30052854	-nan 
1604459402469	570.00	0.00	0	447.35	30052850	-nan 
1604459404464	572.00	0.00	0	447.34	30052840	-nan 
1604459406460	574.00	0.00	0	447.32	30052833	-nan 
1604459408455	576.00	0.00	0	447.33	30052832	-nan 
1604459410451	578.00	0.00	0	447.37	30052849	-nan 
1604459412446	580.00	0.00	0	447.32	30052826	-nan 
1604459414442	582.00	0.00	0	447.35	30052831	-nan 
1604459416437	584.00	0.00	0	447.33	30052849	-nan 
1604459418433	586.00	0.00	0	447.32	30052812	-nan 
1604459420428	588.00	0.00	0	447.35	30052845	-nan 
1604459422424	590.00	0.00	0	447.34	30052853	-nan 
1604459424419	592.00	0.00	0	447.34	30052834	-nan 
1604459426415	594.00	0.00	0	447.34	30052847	-nan 
1604459428410	596.00	0.00	0	447.35	30052832	-nan 
1604459430406	598.00	0.00	0	447.33	30052830	-nan 
1604459432401	600.00	0.00	0	447.34	30052834	-nan 
1604459434397	602.00	0.00	0	447.34	30052836	-nan 
1604459436392	604.00	0.00	0	447.33	30052844	-nan 
1604459438388	606.00	0.00	0	447.35	30052857	-nan 
1604459440383	608.00	0.00	0	447.33	30052818	-nan 
1604459442379	610.00	0.00	0	447.35	30052845	-nan 
1604459444374	612.00	0.00	0	447.33	30052819	-nan 
1604459446370	614.00	0.00	0	447.33	30052832	-nan 
1604459448365	616.00	0.00	0	447.38	30052840	-nan 
1604459450361	618.00	0.00	0	447.30	30052836	-nan 
1604459452356	620.00	0.00	0	447.35	30052837	-nan 
1604459454352	622.00	0.00	0	447.34	30052839	-nan 
1604459456347	624.00	0.00	0	447.33	30052854	-nan 
1604459458343	626.00	0.00	0	447.35	30052823	-nan 
1604459460338	628.00	0.00	0	447.35	30052844	-nan 
1604459462334	630.00	0.00	0	447.33	30052825	-nan 
1604459464329	632.00	0.00	0	447.30	30052799	-nan 
1604459466325	634.00	0.00	0	447.35	30052819	-nan 
1604459468320	636.00	0.00	0	447.32	30052861	-nan 
1604459470316	638.00	0.00	0	447.37	30052853	-nan 
1604459472311	640.00	0.00	0	447.23	30052734	-nan 
1604459474307	642.00	0.00	0	447.35	30052841	-nan 
1604459476302	644.00	0.00	0	447.16	30052694	-nan 
1604459478298	646.00	0.00	0	447.33	30052815	-nan 
1604459480293	648.00	0.00	0	447.33	30052846	-nan 
1604459482289	650.00	0.00	0	447.34	30052826	-nan 
1604459484284	652.00	0.00	0	447.34	30052836	-nan 
1604459486280	654.00	0.00	0	447.35	30052859	-nan 
1604459488275	656.00	0.00	0	447.33	30052708	-nan 
1604459490271	658.00	0.00	0	447.37	30052971	-nan 
1604459492266	660.00	0.00	0	447.32	30052818	-nan 
1604459494262	662.00	0.00	0	447.34	30052824	-nan 
1604459496257	664.00	0.00	0	447.37	30052867	-nan 
1604459498253	666.00	0.00	0	447.31	30052816	-nan 
1604459500248	668.00	0.00	0	18894.48	16632442	-nan 
1604459502244	670.00	0.00	0	0.00	0	-nan 
1604459504239	672.00	0.00	0	0.00	0	-nan 
1604459506235	674.00	0.00	0	0.00	0	-nan 
1604459508230	676.00	0.00	0	0.00	0	-nan 
1604459510226	678.00	0.00	0	0.00	0	-nan 
1604459512221	680.00	0.00	0	0.00	0	-nan 
1604459514217	682.00	0.00	0	0.00	0	-nan 
1604459516212	684.00	0.00	0	0.00	0	-nan 
1604459518208	686.00	0.00	0	0.00	0	-nan 
1604459520203	688.00	0.00	0	0.00	0	-nan 
1604459522199	690.00	0.00	0	0.00	0	-nan 
1604459524194	692.00	0.00	0	0.00	0	-nan 
1604459526190	694.00	0.00	0	0.00	0	-nan 
1604459528185	696.00	0.00	0	0.00	0	-nan 
1604459530181	698.00	0.00	0	28131.80	9094354	-nan 
1604459532176	700.00	0.00	0	3885.08	12148004	-nan 
1604459534172	702.00	0.00	0	3885.08	12147967	-nan 
1604459536167	704.00	0.00	0	3885.06	12147984	-nan 
1604459538163	706.00	0.00	0	3884.96	12147941	-nan 
1604459540158	708.00	0.00	0	3885.05	12147970	-nan 
1604459542154	710.00	0.00	0	3885.10	12147978	-nan 
1604459544149	712.00	0.00	0	3885.05	12147985	-nan 
1604459546145	714.00	0.00	0	3885.12	12147990	-nan 
1604459548141	716.00	0.00	0	3885.05	12147968	-nan 
1604459550136	718.00	0.00	0	3885.08	12147989	-nan 
1604459552132	720.00	0.00	0	3885.06	12147978	-nan 
1604459554127	722.00	0.00	0	3885.07	12147992	-nan 
1604459556123	724.00	0.00	0	3885.07	12147976	-nan 
1604459558118	726.00	0.00	0	3885.07	12147976	-nan 
1604459560114	728.00	0.00	0	3885.01	12147948	-nan 
1604459562109	730.00	0.00	0	3885.07	12147989	-nan 
1604459564105	732.00	0.00	0	3885.27	12147925	-nan 
1604459566100	734.00	0.00	0	3884.91	12148034	-nan 
1604459568096	736.00	0.00	0	3885.08	12147990	-nan 
1604459570091	738.00	0.00	0	3885.08	12147977	-nan 
1604459572087	740.00	0.00	0	3885.08	12147986	-nan 
1604459574082	742.00	0.00	0	3885.02	12147974	-nan 
1604459576078	744.00	0.00	0	3885.09	12147986	-nan 
1604459578073	746.00	0.00	0	3885.31	12147985	-nan 
1604459580069	748.00	0.00	0	3884.82	12147968	-nan 
1604459582064	750.00	0.00	0	3885.07	12147990	-nan 
1604459584060	752.00	0.00	0	3885.07	12147973	-nan 
1604459586055	754.00	0.00	0	3885.07	12147987	-nan 
1604459588051	756.00	0.00	0	3885.07	12147982	-nan 
1604459590046	758.00	0.00	0	3885.08	12147980	-nan 
1604459592042	760.00	0.00	0	3884.97	12147938	-nan 
1604459594037	762.00	0.00	0	3885.08	12147995	-nan 
1604459596033	764.00	0.00	0	3885.08	12147976	-nan 
1604459598028	766.00	0.00	0	3885.05	12147982	-nan 
1604459600024	768.00	0.00	0	3885.08	12147976	-nan 
1604459602019	770.00	0.00	0	3884.79	12147887	-nan 
1604459604015	772.00	0.00	0	3885.04	12147976	-nan 
1604459606010	774.00	0.00	0	3885.10	12147994	-nan 
1604459608006	776.00	0.00	0	3885.05	12147975	-nan 
1604459610001	778.00	0.00	0	3885.08	12147981	-nan 
1604459611997	780.00	0.00	0	3885.08	12147979	-nan 
1604459613992	782.00	0.00	0	3885.04	12147965	-nan 
1604459615988	784.00	0.00	0	3885.08	12147992	-nan 
