UNIX_timestamp	Elapsed_seconds	Rx-Mbps_[with_hdr]	Rx-pps	Tx-Mbps_[with_hdr]	Tx-pps	Latency_(us)
1604462422448	0.00	0.00	0	0.00	0	-nan 
1604462424443	2.00	0.00	3	0.00	3	-nan 
1604462426439	4.00	0.00	3	0.00	2	-nan 
1604462428434	6.00	0.00	0	0.00	0	-nan 
1604462430430	8.00	0.00	0	0.00	0	-nan 
1604462432425	10.00	0.00	0	0.00	0	-nan 
1604462434421	12.00	0.00	0	0.00	0	-nan 
1604462436416	14.00	0.00	0	0.00	0	-nan 
1604462438412	16.00	0.00	0	0.00	0	-nan 
1604462440407	18.00	0.00	0	0.00	0	-nan 
1604462442403	20.00	0.00	0	0.00	0	-nan 
1604462444398	22.00	0.00	0	0.00	0	-nan 
1604462446394	24.00	0.00	0	0.00	0	-nan 
1604462448389	26.00	0.00	0	0.00	0	-nan 
1604462450385	28.00	0.00	0	0.00	0	-nan 
1604462452380	30.00	0.00	0	0.00	0	-nan 
1604462454376	32.00	0.00	0	0.00	0	-nan 
1604462456371	34.00	0.00	0	0.00	0	-nan 
1604462458367	36.00	0.52	650	1.30	650	-nan 
1604462460362	38.00	0.53	665	1.33	665	-nan 
1604462462358	40.00	0.53	666	1.33	666	-nan 
1604462464353	42.00	0.53	666	1.33	666	-nan 
1604462466349	44.00	0.53	666	1.33	666	-nan 
1604462468344	46.00	0.53	666	1.33	666	-nan 
1604462470339	48.00	0.53	666	1.33	666	-nan 
1604462472335	50.00	0.53	666	1.33	666	-nan 
1604462474330	52.00	0.53	666	1.33	666	-nan 
1604462476326	54.00	0.53	666	1.33	666	-nan 
1604462478321	56.00	0.53	666	1.33	666	-nan 
1604462480317	58.00	0.53	666	1.33	666	-nan 
1604462482312	60.00	0.53	666	1.33	666	-nan 
1604462484308	62.00	0.53	666	1.33	666	-nan 
1604462486303	64.00	0.53	666	1.33	666	-nan 
1604462488299	66.00	0.53	666	1.33	667	-nan 
1604462490294	68.00	0.53	667	1.33	666	-nan 
1604462492290	70.00	0.53	666	1.33	666	-nan 
1604462494285	72.00	0.53	666	1.33	666	-nan 
1604462496281	74.00	0.53	666	1.33	666	-nan 
1604462498276	76.00	0.53	666	1.33	666	-nan 
1604462500272	78.00	0.53	666	1.33	666	-nan 
