UNIX_timestamp	Elapsed_seconds	Rx-Mbps_[with_hdr]	Rx-pps	Tx-Mbps_[with_hdr]	Tx-pps
1604134198707	69.00	3732.49	4401524	373.26	440160
1604134199206	69.50	3733.16	4402305	373.32	440239
1604134199705	70.00	3731.20	4400009	373.12	439999
1604134200204	70.50	3731.20	4399992	373.10	439981
1604134200703	71.00	3730.65	4399353	373.07	439937
1604134201202	71.50	3730.89	4399639	373.09	439961
1604134201701	72.00	3732.73	4401801	373.27	440178
1604134202200	72.50	3733.39	4402583	373.32	440239
1604134202699	73.00	3731.61	4400483	373.19	440079
1604134203197	73.50	3733.11	4402250	373.32	440240
1604134203696	74.00	3733.75	4403003	373.36	440279
1604134204195	74.50	3732.58	4401699	373.26	440160
1604134204694	75.00	3734.63	4403967	373.46	440399
1604134205193	75.50	3730.16	4398777	373.03	439897
1604134205692	76.00	3735.42	4404971	373.53	440480
1604134206191	76.50	3734.78	4404224	373.48	440420
1604134206690	77.00	3732.37	4401376	373.24	440139
1604134207189	77.50	3732.65	4401707	373.26	440160
1604134207688	78.00	3734.03	4403401	373.41	440340
1604134208187	78.50	3733.40	4402528	373.34	440260
1604134208686	79.00	3732.46	4401481	373.24	440138
1604134209185	79.50	3733.67	4402910	373.39	440322
1604134209684	80.00	3732.22	4401197	373.21	440100
1604134210183	80.50	3733.32	4402494	373.34	440259
1604134210682	81.00	3732.22	4401201	373.21	440101
1604134211181	81.50	3732.36	4401363	373.26	440160
1604134211680	82.00	3733.41	4402601	373.32	440239
1604134212179	82.50	3731.28	4400100	373.14	440019
1604134212678	83.00	3733.29	4402468	373.32	440240
1604134213177	83.50	3735.28	4404812	373.54	440497
1604134213676	84.00	3732.03	4400982	373.19	440082
1604134214175	84.50	3733.27	4402441	373.32	440240
1604134214674	85.00	3734.45	4403834	373.44	440379
1604134215173	85.50	3731.06	4399832	373.12	440001
1604134215672	86.00	3733.67	4402908	373.36	440279
1604134216171	86.50	3732.74	4401821	373.29	440199
1604134216670	87.00	3732.41	4401428	373.24	440140
1604134217169	87.50	3734.80	4404250	373.46	440419
1604134217668	88.00	3732.83	4401923	373.31	440199
1604134218167	88.50	3731.62	4400576	373.15	440039
1604134218666	89.00	3735.76	4405303	373.56	440521
1604134219165	89.50	3732.88	4401972	373.31	440219
1604134219664	90.00	3731.42	4400256	373.14	440022
1604134220163	90.50	3733.95	4403246	373.39	440318
1604134220662	91.00	3734.52	4403911	373.46	440399
1604134221161	91.50	3732.64	4401702	373.25	440157
1604134221660	92.00	3733.25	4402421	373.34	440263
1604134222159	92.50	3733.64	4402879	373.36	440280
1604134222658	93.00	3732.61	4401657	373.25	440159
1604134223157	93.50	3733.16	4402307	373.32	440239
1604134223656	94.00	3733.76	4403021	373.37	440300
1604134224155	94.50	3734.04	4403345	373.39	440319
1604134224654	95.00	3734.13	4403454	373.43	440360
1604134225153	95.50	3734.09	4403409	373.43	440359
1604134225651	96.00	3732.52	4401560	373.22	440120
1604134226150	96.50	3731.55	4400407	373.16	440041
1604134226649	97.00	3734.03	4403339	373.41	440338
1604134227148	97.50	3734.86	4404312	373.49	440440
1604134227647	98.00	3732.78	4401867	373.27	440179
1604134228146	98.50	3733.67	4402912	373.37	440300
1604134228645	99.00	3732.24	4401277	373.22	440120
1604134229144	99.50	3733.28	4402457	373.34	440257
1604134229643	100.00	3733.52	4402669	373.32	440240
1604134230142	100.50	3731.90	4400825	373.20	440099
1604134230641	101.00	3733.48	4402689	373.36	440279
1604134231140	101.50	3733.04	4402174	373.31	440220
1604134231639	102.00	3734.21	4403555	373.41	440340
1604134232138	102.50	3731.48	4400330	373.15	440039
1604134232637	103.00	3735.42	4404974	373.54	440500
1604134233136	103.50	3732.94	4402052	373.29	440199
1604134233635	104.00	3732.83	4401921	373.29	440201
1604134234134	104.50	3734.34	4403697	373.44	440380
1604134234633	105.00	3732.15	4401117	373.19	440079
1604134235132	105.50	3732.23	4401215	373.24	440140
1604134235631	106.00	3733.87	4403146	373.39	440319
1604134236130	106.50	3734.81	4404260	373.48	440419
1604134236629	107.00	3733.64	4402877	373.36	440280
1604134237128	107.50	3733.05	4402178	373.30	440216
1604134237627	108.00	3730.75	4399466	373.07	439944
1604134238126	108.50	3736.83	4406644	373.68	440658
1604134238625	109.00	3731.30	4400118	373.14	440020
1604134239124	109.50	3731.74	4400641	373.17	440060
1604134239623	110.00	3731.47	4400320	373.15	440040
1604134240122	110.50	3735.43	4404991	373.54	440499
1604134240621	111.00	3733.72	4402967	373.36	440279
1604134241120	111.50	3733.85	4403128	373.39	440318
1604134241619	112.00	3730.96	4399717	373.10	439981
1604134242118	112.50	3735.37	4404913	373.54	440499
1604134242617	113.00	3733.81	4403104	373.37	440299
1604134243116	113.50	3732.80	4401851	373.29	440199
1604134243615	114.00	3732.03	4400983	373.19	440080
1604134244114	114.50	3734.35	4403717	373.44	440380
1604134244613	115.00	3733.22	4402378	373.30	440238
1604134245112	115.50	3733.37	4402563	373.34	440247
1604134245611	116.00	3731.19	4400054	373.13	440008
1604134246110	116.50	3734.93	4404328	373.48	440425
1604134246609	117.00	3734.42	4403792	373.46	440400
1604134247107	117.50	3732.37	4401433	373.22	440139
1604134247606	118.00	3732.78	4401802	373.27	440160
1604134248105	118.50	3733.47	4402676	373.36	440280
1604134248604	119.00	3733.15	4402299	373.31	440220
1604134249103	119.50	3732.71	4401782	373.29	440196
1604134249602	120.00	3735.01	4404493	373.49	440441
1604134250101	120.50	3733.53	4402799	373.34	440279
1604134250600	121.00	3731.34	4400114	373.14	440001
1604134251099	121.50	3735.97	4405622	373.61	440578
1604134251598	122.00	3734.41	4403837	373.44	440379
1604134252097	122.50	3735.22	4404688	373.51	440461
1604134252596	123.00	3730.73	4399451	373.09	439958
1604134253095	123.50	3736.55	4406396	373.66	440637
1604134253594	124.00	3732.76	4401747	373.27	440181
1604134254093	124.50	3733.18	4402374	373.32	440239
1604134254592	125.00	5667.14	6682904	566.65	668216
1604134255091	125.50	7997.66	9431239	799.76	943118
1604134255590	126.00	7992.59	9425194	799.24	942499
1604134256089	126.50	8002.08	9436416	800.21	943661
1604134256588	127.00	7994.65	9427705	799.49	942779
1604134257087	127.50	7993.28	9425992	799.32	942594
1604134257586	128.00	8000.46	9434506	800.05	943452
1604134258085	128.50	7993.31	9426123	799.34	942616
1604134258584	129.00	7999.59	9433468	799.95	943337
1604134259083	129.50	7998.61	9432343	799.87	943243
1604134259582	130.00	7995.19	9428266	799.51	942817
1604134260081	130.50	7991.90	9424389	799.19	942440
1604134260580	131.00	7999.89	9433897	800.01	943402
1604134261079	131.50	7994.35	9427234	799.41	942702
1604134261578	132.00	7994.94	9428050	799.49	942794
1604134262077	132.50	7995.42	9428506	799.53	942843
1604134262576	133.00	8002.40	9436795	800.26	943699
1604134263075	133.50	7990.30	9422620	799.02	942239
1604134263574	134.00	7996.79	9430127	799.70	943058
1604134264073	134.50	8001.49	9435673	800.16	943559
1604134264572	135.00	7998.74	9432516	799.87	943238
1604134265071	135.50	7992.25	9424777	799.22	942479
1604134265570	136.00	8001.61	9435871	800.18	943607
1604134266069	136.50	7997.82	9431375	799.77	943119
1604134266568	137.00	7995.24	9428344	799.52	942834
1604134267067	137.50	8001.37	9435574	800.14	943558
1604134267566	138.00	7997.97	9431566	799.79	943152
1604134268065	138.50	7997.80	9431395	799.80	943147
1604134268564	139.00	8002.62	9437023	800.24	943679
1604134269063	139.50	7992.45	9425063	799.24	942523
1604134269561	140.00	8001.23	9435489	800.16	943562
1604134270060	140.50	7997.38	9430869	799.73	943073
1604134270559	141.00	7988.21	9419994	798.82	942007
1604134271058	141.50	7999.93	9433969	799.98	943394
1604134271557	142.00	7998.40	9431983	799.85	943202
1604134272056	142.50	7999.08	9432932	799.90	943278
1604134272555	143.00	7998.19	9431763	799.82	943180
1604134273054	143.50	7993.11	9425881	799.32	942595
1604134273553	144.00	8002.04	9436324	800.20	943629
1604134274052	144.50	7996.05	9429365	799.61	942932
1604134274551	145.00	7992.60	9425251	799.26	942523
1604134275050	145.50	8000.60	9434598	800.05	943457
1604134275549	146.00	7995.93	9429164	799.60	942921
1604134276048	146.50	7993.54	9426442	799.36	942640
1604134276547	147.00	7998.26	9431817	799.82	943183
1604134277046	147.50	8003.11	9437626	800.31	943757
1604134277545	148.00	7993.54	9426422	799.34	942619
1604134278044	148.50	7998.59	9432214	799.89	943264
1604134278543	149.00	8001.42	9435645	800.12	943534
1604134279042	149.50	7992.52	9425203	799.26	942520
1604134279541	150.00	8004.04	9438667	800.41	943877
1604134280040	150.50	7996.15	9429422	799.61	942939
1604134280539	151.00	7995.01	9428124	799.51	942821
1604134281038	151.50	8001.14	9435256	800.11	943521
1604134281537	152.00	7992.09	9424634	799.20	942458
1604134282036	152.50	8000.56	9434701	800.05	943459
1604134282535	153.00	7996.76	9430054	799.68	943037
1604134283034	153.50	8001.77	9436054	800.19	943621
1604134283533	154.00	7994.92	9427975	799.48	942761
1604134284032	154.50	7999.27	9433101	799.94	943320
1604134284531	155.00	8002.16	9436506	800.21	943641
1604134285030	155.50	7998.57	9432273	799.86	943236
1604134285529	156.00	7993.88	9426746	799.38	942661
1604134286028	156.50	8001.68	9435948	800.17	943621
1604134286527	157.00	7991.75	9424227	799.17	942398
1604134287026	157.50	8001.22	9435399	800.14	943562
1604134287525	158.00	7994.65	9427653	799.44	942758
1604134288024	158.50	8002.73	9437179	800.29	943721
1604134288523	159.00	7993.38	9426205	799.32	942615
1604134289022	159.50	8004.71	9439462	800.48	943945
1604134289521	160.00	7993.50	9426301	799.34	942617
1604134290020	160.50	8001.29	9435484	800.12	943537
1604134290519	161.00	7994.36	9427307	799.45	942741
1604134291018	161.50	7994.48	9427455	799.44	942736
